"Control_1"	"Control_2"	"Control_3"	"Control_4"	"Du_1"	"Du_2"	"Du_3"	"Du_4"	"name"
"D9R418"	NA	NA	NA	NA	NA	NA	NA	NA	"D9R418_CLOSW Glucose-1-phosphate cytidylyltransferase OS=Clostridium saccharolyticum (strain ATCC 35040 / DSM 2544 / NRCC 2533 / WM1) GN=Closa_0494 PE=4 SV=1"
"D9R419"	NA	NA	NA	NA	76299	NA	NA	NA	"D9R419_CLOSW CDP-glucose 4,6-dehydratase OS=Clostridium saccharolyticum (strain ATCC 35040 / DSM 2544 / NRCC 2533 / WM1) GN=Closa_0495 PE=4 SV=1"
"D9R422"	NA	NA	NA	NA	NA	NA	558910	NA	"D9R422_CLOSW Choline/carnitine/betaine transporter OS=Clostridium saccharolyticum (strain ATCC 35040 / DSM 2544 / NRCC 2533 / WM1) GN=Closa_0498 PE=4 SV=1"
"D9R423"	1878100	3284400	2744400	4965600	8254100	8025700	9973900	7981900	"D9R423_CLOSW Uncharacterized protein OS=Clostridium saccharolyticum (strain ATCC 35040 / DSM 2544 / NRCC 2533 / WM1) GN=Closa_0499 PE=4 SV=1"
"D9R435"	NA	NA	NA	NA	NA	NA	NA	NA	"D9R435_CLOSW Peptidyl-prolyl cis-trans isomerase OS=Clostridium saccharolyticum (strain ATCC 35040 / DSM 2544 / NRCC 2533 / WM1) GN=Closa_0512 PE=3 SV=1"
"D9R437"	NA	NA	NA	NA	NA	NA	NA	NA	"D9R437_CLOSW Uncharacterized protein OS=Clostridium saccharolyticum (strain ATCC 35040 / DSM 2544 / NRCC 2533 / WM1) GN=Closa_0514 PE=4 SV=1"
"D9R438"	NA	NA	NA	NA	12787	66779	162260	NA	"D9R438_CLOSW Uncharacterized protein OS=Clostridium saccharolyticum (strain ATCC 35040 / DSM 2544 / NRCC 2533 / WM1) GN=Closa_0515 PE=4 SV=1"
"D9R441"	NA	NA	NA	NA	NA	NA	NA	NA	"D9R441_CLOSW Nitrogen regulatory protein P-II OS=Clostridium saccharolyticum (strain ATCC 35040 / DSM 2544 / NRCC 2533 / WM1) GN=Closa_0518 PE=3 SV=1"
"D9R442"	NA	NA	NA	NA	NA	NA	362730	NA	"D9R442_CLOSW 4-diphosphocytidyl-2-C-methyl-D-erythritol kinase OS=Clostridium saccharolyticum (strain ATCC 35040 / DSM 2544 / NRCC 2533 / WM1) GN=ispE PE=3 SV=1"
"D9R443"	NA	NA	NA	NA	NA	819960	3029300	1374900	"D9R443_CLOSW Transcriptional regulator, GntR family OS=Clostridium saccharolyticum (strain ATCC 35040 / DSM 2544 / NRCC 2533 / WM1) GN=Closa_0520 PE=4 SV=1"
"D9R446"	2353700	3121200	2173200	5154500	17658000	41951000	35365000	26649000	"D9R446_CLOSW Efflux transporter, RND family, MFP subunit OS=Clostridium saccharolyticum (strain ATCC 35040 / DSM 2544 / NRCC 2533 / WM1) GN=Closa_0523 PE=4 SV=1"
"D9R447"	1293000	2392200	1160600	3422700	2444000	2555400	4277900	3863200	"D9R447_CLOSW Acriflavin resistance protein OS=Clostridium saccharolyticum (strain ATCC 35040 / DSM 2544 / NRCC 2533 / WM1) GN=Closa_0524 PE=4 SV=1"
"D9R448"	NA	NA	NA	123240	90879	134490	243750	128290	"D9R448_CLOSW Uncharacterized protein OS=Clostridium saccharolyticum (strain ATCC 35040 / DSM 2544 / NRCC 2533 / WM1) GN=Closa_0525 PE=4 SV=1"
"D9R449"	NA	NA	NA	NA	NA	NA	NA	NA	"D9R449_CLOSW Uncharacterized protein OS=Clostridium saccharolyticum (strain ATCC 35040 / DSM 2544 / NRCC 2533 / WM1) GN=Closa_0526 PE=4 SV=1"
"D9R451"	NA	NA	NA	47756	228000	196970	425190	328310	"D9R451_CLOSW D-alanine--D-alanine ligase OS=Clostridium saccharolyticum (strain ATCC 35040 / DSM 2544 / NRCC 2533 / WM1) GN=ddl PE=3 SV=1"
"D9R452"	NA	99524	130930	264660	3157200	2776500	3873400	3358900	"D9R452_CLOSW Glutamate racemase OS=Clostridium saccharolyticum (strain ATCC 35040 / DSM 2544 / NRCC 2533 / WM1) GN=murI PE=3 SV=1"
"D9R453"	NA	NA	NA	NA	NA	NA	NA	NA	"D9R453_CLOSW Uncharacterized protein OS=Clostridium saccharolyticum (strain ATCC 35040 / DSM 2544 / NRCC 2533 / WM1) GN=Closa_0530 PE=4 SV=1"
"D9R459"	1261700	2153200	1962200	3206700	13046000	6829700	1.4e+07	9836500	"D9R459_CLOSW Malic protein NAD-binding protein OS=Clostridium saccharolyticum (strain ATCC 35040 / DSM 2544 / NRCC 2533 / WM1) GN=Closa_2356 PE=3 SV=1"
"D9R460"	NA	NA	NA	NA	NA	NA	NA	NA	"D9R460_CLOSW Uncharacterized protein OS=Clostridium saccharolyticum (strain ATCC 35040 / DSM 2544 / NRCC 2533 / WM1) GN=Closa_2357 PE=4 SV=1"
"D9R461"	128840	198720	NA	510190	676160	947960	1380400	3395700	"D9R461_CLOSW Uncharacterized protein OS=Clostridium saccharolyticum (strain ATCC 35040 / DSM 2544 / NRCC 2533 / WM1) GN=Closa_2358 PE=4 SV=1"
"D9R462"	133280	158970	NA	NA	239170	190300	NA	287990	"D9R462_CLOSW ABC transporter related protein OS=Clostridium saccharolyticum (strain ATCC 35040 / DSM 2544 / NRCC 2533 / WM1) GN=Closa_2359 PE=4 SV=1"
"D9R463"	NA	NA	NA	NA	NA	NA	NA	NA	"D9R463_CLOSW Polar amino acid ABC transporter, inner membrane subunit OS=Clostridium saccharolyticum (strain ATCC 35040 / DSM 2544 / NRCC 2533 / WM1) GN=Closa_2360 PE=3 SV=1"
"D9R464"	2455700	3463700	2876900	4777500	5713700	5972800	9651900	7399800	"D9R464_CLOSW Extracellular solute-binding protein family 3 OS=Clostridium saccharolyticum (strain ATCC 35040 / DSM 2544 / NRCC 2533 / WM1) GN=Closa_2361 PE=4 SV=1"
"D9R466"	24763	NA	NA	56757	808680	573110	1962900	950510	"D9R466_CLOSW Lon protease OS=Clostridium saccharolyticum (strain ATCC 35040 / DSM 2544 / NRCC 2533 / WM1) GN=lon PE=2 SV=1"
"D9R467"	146740	32038	NA	NA	248940	347390	203870	108830	"D9R467_CLOSW ATP-dependent Clp protease ATP-binding subunit ClpX OS=Clostridium saccharolyticum (strain ATCC 35040 / DSM 2544 / NRCC 2533 / WM1) GN=clpX PE=3 SV=1;tr"
"D9R468"	NA	NA	NA	NA	NA	NA	353720	295570	"D9R468_CLOSW ATP-dependent Clp protease proteolytic subunit OS=Clostridium saccharolyticum (strain ATCC 35040 / DSM 2544 / NRCC 2533 / WM1) GN=clpP PE=3 SV=1"
"D9R469"	1090600	644780	676900	1502700	3763700	5342900	7788200	5471700	"D9R469_CLOSW Trigger factor OS=Clostridium saccharolyticum (strain ATCC 35040 / DSM 2544 / NRCC 2533 / WM1) GN=tig PE=3 SV=1"
"D9R474"	NA	118960	209910	190820	NA	NA	NA	239190	"D9R474_CLOSW Inner-membrane translocator OS=Clostridium saccharolyticum (strain ATCC 35040 / DSM 2544 / NRCC 2533 / WM1) GN=Closa_2372 PE=4 SV=1"
"D9R475"	161930	607330	210190	673120	659380	2047100	2185200	2197700	"D9R475_CLOSW ABC transporter related protein OS=Clostridium saccharolyticum (strain ATCC 35040 / DSM 2544 / NRCC 2533 / WM1) GN=Closa_2373 PE=4 SV=1"
"D9R476"	10109000	12267000	8370200	15588000	19078000	26110000	29125000	28896000	"D9R476_CLOSW Periplasmic binding protein/LacI transcriptional regulator OS=Clostridium saccharolyticum (strain ATCC 35040 / DSM 2544 / NRCC 2533 / WM1) GN=Closa_2374 PE=4 SV=1"
"D9R477"	NA	NA	NA	NA	NA	NA	NA	NA	"D9R477_CLOSW Periplasmic binding protein/LacI transcriptional regulator OS=Clostridium saccharolyticum (strain ATCC 35040 / DSM 2544 / NRCC 2533 / WM1) GN=Closa_2375 PE=4 SV=1"
"D9R480"	NA	NA	NA	NA	NA	NA	NA	140860	"D9R480_CLOSW Two component transcriptional regulator, AraC family OS=Clostridium saccharolyticum (strain ATCC 35040 / DSM 2544 / NRCC 2533 / WM1) GN=Closa_2378 PE=4 SV=1"
"D9R482"	NA	NA	NA	NA	338940	239560	2850900	1351000	"D9R482_CLOSW Cobyric acid synthase OS=Clostridium saccharolyticum (strain ATCC 35040 / DSM 2544 / NRCC 2533 / WM1) GN=cobQ PE=3 SV=1"
"D9R483"	NA	NA	NA	NA	NA	NA	NA	NA	"D9R483_CLOSW Aminotransferase class I and II OS=Clostridium saccharolyticum (strain ATCC 35040 / DSM 2544 / NRCC 2533 / WM1) GN=Closa_2381 PE=4 SV=1"
"D9R496"	NA	NA	NA	NA	NA	NA	NA	NA	"D9R496_CLOSW Sodium ion-translocating decarboxylase, beta subunit OS=Clostridium saccharolyticum (strain ATCC 35040 / DSM 2544 / NRCC 2533 / WM1) GN=Closa_2394 PE=4 SV=1"
"D9R497"	9169.2	NA	NA	NA	NA	77184	130690	NA	"D9R497_CLOSW Small GTP-binding protein OS=Clostridium saccharolyticum (strain ATCC 35040 / DSM 2544 / NRCC 2533 / WM1) GN=Closa_2395 PE=4 SV=1"
"D9R4A3"	NA	NA	NA	NA	116240	140110	130490	72372	"D9R4A3_CLOSW Extracellular solute-binding protein family 1 OS=Clostridium saccharolyticum (strain ATCC 35040 / DSM 2544 / NRCC 2533 / WM1) GN=Closa_2401 PE=4 SV=1"
"D9R4B2"	NA	NA	NA	NA	NA	NA	501640	NA	"D9R4B2_CLOSW Nicotinate-nucleotide--dimethylbenzimidazole phosphoribosyltransferase OS=Clostridium saccharolyticum (strain ATCC 35040 / DSM 2544 / NRCC 2533 / WM1) GN=Closa_2410 PE=4 SV=1"
"D9R4B8"	NA	NA	NA	NA	NA	NA	NA	NA	"D9R4B8_CLOSW Cobalt-precorrin-5B C(1)-methyltransferase OS=Clostridium saccharolyticum (strain ATCC 35040 / DSM 2544 / NRCC 2533 / WM1) GN=cbiD PE=3 SV=1"
"D9R4C1"	130790	129530	NA	201800	NA	NA	298480	NA	"D9R4C1_CLOSW Uncharacterized protein OS=Clostridium saccharolyticum (strain ATCC 35040 / DSM 2544 / NRCC 2533 / WM1) GN=Closa_2421 PE=4 SV=1"
"D9R4C9"	NA	NA	54492	61490	NA	144470	62916	NA	"D9R4C9_CLOSW Polysaccharide deacetylase OS=Clostridium saccharolyticum (strain ATCC 35040 / DSM 2544 / NRCC 2533 / WM1) GN=Closa_2429 PE=4 SV=1"
"D9R4D0"	NA	50609	NA	42488	307530	251480	443250	NA	"D9R4D0_CLOSW G3E family GTPase-like protein OS=Clostridium saccharolyticum (strain ATCC 35040 / DSM 2544 / NRCC 2533 / WM1) GN=Closa_2430 PE=4 SV=1"
"D9R4D1"	252970	406780	448170	418630	2510100	4468200	4690500	3657800	"D9R4D1_CLOSW Cobalamin synthesis protein P47K OS=Clostridium saccharolyticum (strain ATCC 35040 / DSM 2544 / NRCC 2533 / WM1) GN=Closa_2431 PE=4 SV=1"
"D9R4D8"	5082200	6324500	4422000	8014700	7036500	10177000	11128000	15327000	"D9R4D8_CLOSW PTS system, fructose subfamily, IIC subunit OS=Clostridium saccharolyticum (strain ATCC 35040 / DSM 2544 / NRCC 2533 / WM1) GN=Closa_2439 PE=4 SV=1"
"D9R4E0"	NA	NA	NA	NA	NA	NA	NA	NA	"D9R4E0_CLOSW Methyl-accepting chemotaxis sensory transducer with Cache sensor OS=Clostridium saccharolyticum (strain ATCC 35040 / DSM 2544 / NRCC 2533 / WM1) GN=Closa_2441 PE=4 SV=1"
"D9R4E7"	NA	NA	NA	NA	NA	NA	NA	NA	"D9R4E7_CLOSW Bifunctional deaminase-reductase domain protein OS=Clostridium saccharolyticum (strain ATCC 35040 / DSM 2544 / NRCC 2533 / WM1) GN=Closa_2448 PE=4 SV=1"
"D9R4E8"	NA	NA	NA	NA	66750	NA	NA	NA	"D9R4E8_CLOSW Enolase OS=Clostridium saccharolyticum (strain ATCC 35040 / DSM 2544 / NRCC 2533 / WM1) GN=eno PE=3 SV=1"
"D9R4F0"	181300	206850	NA	126960	2537700	2564300	5314200	1853700	"D9R4F0_CLOSW Tryptophanyl-tRNA synthetase OS=Clostridium saccharolyticum (strain ATCC 35040 / DSM 2544 / NRCC 2533 / WM1) GN=Closa_2451 PE=3 SV=1"
"D9R4F3"	217400	385000	240890	534910	3538700	2447200	6295400	5150500	"D9R4F3_CLOSW Methylenetetrahydrofolate reductase OS=Clostridium saccharolyticum (strain ATCC 35040 / DSM 2544 / NRCC 2533 / WM1) GN=Closa_2454 PE=3 SV=1"
"D9R4F4"	NA	86030	NA	NA	NA	301030	NA	776110	"D9R4F4_CLOSW Uncharacterized protein OS=Clostridium saccharolyticum (strain ATCC 35040 / DSM 2544 / NRCC 2533 / WM1) GN=Closa_2455 PE=4 SV=1"
"D9R4F6"	3766400	4181600	4566400	5207600	13476000	18153000	19136000	18952000	"D9R4F6_CLOSW Cell division protein FtsZ OS=Clostridium saccharolyticum (strain ATCC 35040 / DSM 2544 / NRCC 2533 / WM1) GN=ftsZ PE=3 SV=1"
"D9R4G3"	30576	50485	46515	66820	66940	86762	108210	92882	"D9R4G3_CLOSW Peptidoglycan glycosyltransferase OS=Clostridium saccharolyticum (strain ATCC 35040 / DSM 2544 / NRCC 2533 / WM1) GN=Closa_2464 PE=4 SV=1"
"D9R4G5"	NA	NA	NA	NA	NA	NA	NA	NA	"D9R4G5_CLOSW Ribosomal RNA small subunit methyltransferase H OS=Clostridium saccharolyticum (strain ATCC 35040 / DSM 2544 / NRCC 2533 / WM1) GN=rsmH PE=3 SV=1"
"D9R4H0"	NA	NA	NA	NA	NA	NA	NA	NA	"D9R4H0_CLOSW Basic membrane lipoprotein OS=Clostridium saccharolyticum (strain ATCC 35040 / DSM 2544 / NRCC 2533 / WM1) GN=Closa_2471 PE=4 SV=1"
"D9R4H6"	1903100	2251500	2158500	1947700	6526600	7287700	10267000	6714100	"D9R4H6_CLOSW Ribosome-binding ATPase YchF OS=Clostridium saccharolyticum (strain ATCC 35040 / DSM 2544 / NRCC 2533 / WM1) GN=ychF PE=3 SV=1"
"D9R4I3"	NA	NA	NA	112890	83520	262850	434740	300050	"D9R4I3_CLOSW Uncharacterized protein OS=Clostridium saccharolyticum (strain ATCC 35040 / DSM 2544 / NRCC 2533 / WM1) GN=Closa_0531 PE=4 SV=1"
"D9R4I8"	NA	NA	NA	NA	NA	NA	NA	NA	"D9R4I8_CLOSW Exopolysaccharide biosynthesis polyprenyl glycosylphosphotransferase OS=Clostridium saccharolyticum (strain ATCC 35040 / DSM 2544 / NRCC 2533 / WM1) GN=Closa_0539 PE=4 SV=1"
"D9R4I9"	NA	NA	NA	NA	NA	NA	NA	NA	"D9R4I9_CLOSW Glycosyl transferase group 1 OS=Clostridium saccharolyticum (strain ATCC 35040 / DSM 2544 / NRCC 2533 / WM1) GN=Closa_0540 PE=4 SV=1"
"D9R4J1"	NA	NA	113740	543240	453540	2067400	2854600	5346900	"D9R4J1_CLOSW ABC transporter related protein OS=Clostridium saccharolyticum (strain ATCC 35040 / DSM 2544 / NRCC 2533 / WM1) GN=Closa_0542 PE=4 SV=1"
"D9R4J2"	41031	NA	NA	NA	763260	2639900	1235900	2172900	"D9R4J2_CLOSW Glycosyl transferase group 1 OS=Clostridium saccharolyticum (strain ATCC 35040 / DSM 2544 / NRCC 2533 / WM1) GN=Closa_0543 PE=4 SV=1"
"D9R4J3"	NA	NA	NA	NA	94231	292450	428480	221560	"D9R4J3_CLOSW Glycosyl transferase group 1 OS=Clostridium saccharolyticum (strain ATCC 35040 / DSM 2544 / NRCC 2533 / WM1) GN=Closa_0544 PE=4 SV=1"
"D9R4J4"	491760	829860	510470	1293600	590210	1663100	1553100	2015900	"D9R4J4_CLOSW Glycosyl transferase group 1 OS=Clostridium saccharolyticum (strain ATCC 35040 / DSM 2544 / NRCC 2533 / WM1) GN=Closa_0545 PE=4 SV=1"
"D9R4J6"	NA	41647	NA	76821	NA	NA	NA	116780	"D9R4J6_CLOSW Uncharacterized protein OS=Clostridium saccharolyticum (strain ATCC 35040 / DSM 2544 / NRCC 2533 / WM1) GN=Closa_0548 PE=4 SV=1"
"D9R4J9"	NA	645830	92163	685700	156970	226880	927670	663190	"D9R4J9_CLOSW Glycosyl transferase family 2 OS=Clostridium saccharolyticum (strain ATCC 35040 / DSM 2544 / NRCC 2533 / WM1) GN=Closa_0551 PE=4 SV=1"
"D9R4K0"	NA	346750	NA	NA	769890	631830	2750000	1692800	"D9R4K0_CLOSW GCN5-related N-acetyltransferase OS=Clostridium saccharolyticum (strain ATCC 35040 / DSM 2544 / NRCC 2533 / WM1) GN=Closa_0552 PE=4 SV=1"
"D9R4K1"	298190	499060	344500	1173200	4923400	10779000	22368000	16648000	"D9R4K1_CLOSW Glutamine--scyllo-inositol transaminase OS=Clostridium saccharolyticum (strain ATCC 35040 / DSM 2544 / NRCC 2533 / WM1) GN=Closa_0553 PE=3 SV=1"
"D9R4L8"	NA	NA	NA	71174	554030	675700	3153000	1733000	"D9R4L8_CLOSW Alcohol dehydrogenase zinc-binding domain protein OS=Clostridium saccharolyticum (strain ATCC 35040 / DSM 2544 / NRCC 2533 / WM1) GN=Closa_0574 PE=4 SV=1"
"D9R4L9"	NA	NA	NA	NA	NA	NA	NA	NA	"D9R4L9_CLOSW Glycosyl transferase family 2 OS=Clostridium saccharolyticum (strain ATCC 35040 / DSM 2544 / NRCC 2533 / WM1) GN=Closa_0575 PE=4 SV=1"
"D9R4M0"	NA	NA	NA	NA	315060	872490	293940	673960	"D9R4M0_CLOSW Glycosyl transferase family 2 OS=Clostridium saccharolyticum (strain ATCC 35040 / DSM 2544 / NRCC 2533 / WM1) GN=Closa_0576 PE=4 SV=1"
"D9R4M1"	NA	NA	NA	NA	120310	NA	NA	NA	"D9R4M1_CLOSW Glycosyl transferase family 2 OS=Clostridium saccharolyticum (strain ATCC 35040 / DSM 2544 / NRCC 2533 / WM1) GN=Closa_0577 PE=4 SV=1"
"D9R4M2"	59868	NA	NA	NA	NA	NA	NA	99100	"D9R4M2_CLOSW Undecaprenyl-phosphate glucose phosphotransferase OS=Clostridium saccharolyticum (strain ATCC 35040 / DSM 2544 / NRCC 2533 / WM1) GN=Closa_0578 PE=4 SV=1"
"D9R4M3"	14463	51538	40387	102520	13853	41165	37678	91512	"D9R4M3_CLOSW Cell envelope-related transcriptional attenuator OS=Clostridium saccharolyticum (strain ATCC 35040 / DSM 2544 / NRCC 2533 / WM1) GN=Closa_0579 PE=4 SV=1"
"D9R4M4"	55861	78745	NA	105930	54066	102090	95315	NA	"D9R4M4_CLOSW Peptidase S1 and S6 chymotrypsin/Hap OS=Clostridium saccharolyticum (strain ATCC 35040 / DSM 2544 / NRCC 2533 / WM1) GN=Closa_0580 PE=4 SV=1"
"D9R4M5"	NA	NA	NA	NA	NA	467560	1225400	971990	"D9R4M5_CLOSW Transcriptional regulator, LacI family OS=Clostridium saccharolyticum (strain ATCC 35040 / DSM 2544 / NRCC 2533 / WM1) GN=Closa_0581 PE=4 SV=1"
"D9R4M6"	NA	NA	NA	NA	NA	NA	481560	NA	"D9R4M6_CLOSW Extracellular solute-binding protein family 1 OS=Clostridium saccharolyticum (strain ATCC 35040 / DSM 2544 / NRCC 2533 / WM1) GN=Closa_0582 PE=4 SV=1"
"D9R4N8"	NA	NA	NA	NA	2716000	1627100	7972300	3844700	"D9R4N8_CLOSW Flavodoxin OS=Clostridium saccharolyticum (strain ATCC 35040 / DSM 2544 / NRCC 2533 / WM1) GN=Closa_0594 PE=4 SV=1"
"D9R4N9"	27416	NA	NA	NA	316350	305840	508260	354080	"D9R4N9_CLOSW ATP-dependent Clp protease, ATP-binding subunit ClpX OS=Clostridium saccharolyticum (strain ATCC 35040 / DSM 2544 / NRCC 2533 / WM1) GN=Closa_0595 PE=4 SV=1"
"D9R4P0"	NA	NA	NA	NA	NA	NA	NA	NA	"D9R4P0_CLOSW Lipoprotein signal peptidase OS=Clostridium saccharolyticum (strain ATCC 35040 / DSM 2544 / NRCC 2533 / WM1) GN=Closa_0596 PE=3 SV=1"
"D9R4P4"	NA	NA	NA	NA	NA	139330	330750	NA	"D9R4P4_CLOSW Radical SAM domain protein OS=Clostridium saccharolyticum (strain ATCC 35040 / DSM 2544 / NRCC 2533 / WM1) GN=Closa_0600 PE=4 SV=1"
"D9R4P5"	532980	1051200	607130	1183200	900190	1168600	1775900	972790	"D9R4P5_CLOSW Protein-export membrane protein SecD OS=Clostridium saccharolyticum (strain ATCC 35040 / DSM 2544 / NRCC 2533 / WM1) GN=Closa_0601 PE=3 SV=1"
"D9R4P6"	NA	NA	NA	NA	NA	NA	NA	NA	"D9R4P6_CLOSW Queuine tRNA-ribosyltransferase OS=Clostridium saccharolyticum (strain ATCC 35040 / DSM 2544 / NRCC 2533 / WM1) GN=tgt PE=3 SV=1"
"D9R4P7"	NA	NA	NA	NA	NA	NA	NA	NA	"D9R4P7_CLOSW Preprotein translocase, YajC subunit OS=Clostridium saccharolyticum (strain ATCC 35040 / DSM 2544 / NRCC 2533 / WM1) GN=Closa_0603 PE=4 SV=1"
"D9R4Q5"	27225	NA	NA	NA	NA	NA	NA	681270	"D9R4Q5_CLOSW Short-chain dehydrogenase/reductase SDR OS=Clostridium saccharolyticum (strain ATCC 35040 / DSM 2544 / NRCC 2533 / WM1) GN=Closa_0611 PE=3 SV=1"
"D9R4Q6"	136350	75923	149280	192550	1213200	600100	1279500	867550	"D9R4Q6_CLOSW Thioredoxin reductase OS=Clostridium saccharolyticum (strain ATCC 35040 / DSM 2544 / NRCC 2533 / WM1) GN=Closa_0612 PE=3 SV=1"
"D9R4Q7"	4383900	5785700	3725100	7692400	18688000	29062000	32345000	27293000	"D9R4Q7_CLOSW Ribosomal subunit interface protein OS=Clostridium saccharolyticum (strain ATCC 35040 / DSM 2544 / NRCC 2533 / WM1) GN=Closa_0613 PE=4 SV=1"
"D9R4Q8"	1101100	1044200	902630	1525600	4928900	8607400	10874000	11048000	"D9R4Q8_CLOSW Protein translocase subunit SecA OS=Clostridium saccharolyticum (strain ATCC 35040 / DSM 2544 / NRCC 2533 / WM1) GN=secA PE=3 SV=1"
"D9R4Q9"	228110	482940	225580	469230	1498100	2747500	3710500	3439400	"D9R4Q9_CLOSW Peptide chain release factor 2 OS=Clostridium saccharolyticum (strain ATCC 35040 / DSM 2544 / NRCC 2533 / WM1) GN=prfB PE=3 SV=1"
"D9R4R0"	NA	NA	NA	NA	NA	NA	209050	NA	"D9R4R0_CLOSW UPF0735 ACT domain-containing protein Closa_0616 OS=Clostridium saccharolyticum (strain ATCC 35040 / DSM 2544 / NRCC 2533 / WM1) GN=Closa_0616 PE=3 SV=1"
"D9R4R1"	121910	108620	93192	239980	1544900	2784200	3331000	3508800	"D9R4R1_CLOSW Homoserine dehydrogenase OS=Clostridium saccharolyticum (strain ATCC 35040 / DSM 2544 / NRCC 2533 / WM1) GN=Closa_0617 PE=3 SV=1"
"D9R4R2"	733330	642490	506870	602950	2131000	1609900	4018100	2856000	"D9R4R2_CLOSW Aspartokinase OS=Clostridium saccharolyticum (strain ATCC 35040 / DSM 2544 / NRCC 2533 / WM1) GN=Closa_0618 PE=3 SV=1"
"D9R4R5"	101280	101980	115130	95081	781170	994440	1367400	988000	"D9R4R5_CLOSW Tex-like protein protein-like protein OS=Clostridium saccharolyticum (strain ATCC 35040 / DSM 2544 / NRCC 2533 / WM1) GN=Closa_0621 PE=4 SV=1"
"D9R4R6"	NA	485580	NA	NA	NA	NA	NA	NA	"D9R4R6_CLOSW Uncharacterized protein OS=Clostridium saccharolyticum (strain ATCC 35040 / DSM 2544 / NRCC 2533 / WM1) GN=Closa_0622 PE=4 SV=1"
"D9R4R8"	NA	NA	NA	NA	NA	NA	NA	NA	"D9R4R8_CLOSW Peptidase M22 glycoprotease OS=Clostridium saccharolyticum (strain ATCC 35040 / DSM 2544 / NRCC 2533 / WM1) GN=Closa_0624 PE=4 SV=1"
"D9R4S2"	NA	NA	NA	NA	259230	NA	610040	868620	"D9R4S2_CLOSW tRNA N6-adenosine threonylcarbamoyltransferase OS=Clostridium saccharolyticum (strain ATCC 35040 / DSM 2544 / NRCC 2533 / WM1) GN=tsaD PE=3 SV=1"
"D9R4S9"	1199100	1791400	1494600	2079400	6291800	5653600	11348000	8183800	"D9R4S9_CLOSW Extracellular solute-binding protein family 5 OS=Clostridium saccharolyticum (strain ATCC 35040 / DSM 2544 / NRCC 2533 / WM1) GN=Closa_0635 PE=4 SV=1"
"D9R4T7"	69398	360010	NA	392490	663210	2092600	3400300	2727300	"D9R4T7_CLOSW Extracellular solute-binding protein family 1 OS=Clostridium saccharolyticum (strain ATCC 35040 / DSM 2544 / NRCC 2533 / WM1) GN=Closa_0643 PE=4 SV=1"
"D9R4T9"	NA	NA	NA	NA	NA	NA	NA	NA	"D9R4T9_CLOSW ABC transporter related protein OS=Clostridium saccharolyticum (strain ATCC 35040 / DSM 2544 / NRCC 2533 / WM1) GN=Closa_0645 PE=4 SV=1"
"D9R4U8"	3874400	5909500	4287600	9497600	5984600	24012000	28825000	26396000	"D9R4U8_CLOSW Phosphotransferase system, phosphocarrier protein HPr OS=Clostridium saccharolyticum (strain ATCC 35040 / DSM 2544 / NRCC 2533 / WM1) GN=Closa_2486 PE=4 SV=1"
"D9R4V1"	NA	NA	NA	NA	NA	NA	NA	NA	"D9R4V1_CLOSW Diacylglycerol kinase catalytic region OS=Clostridium saccharolyticum (strain ATCC 35040 / DSM 2544 / NRCC 2533 / WM1) GN=Closa_2489 PE=4 SV=1"
"D9R4V6"	NA	NA	NA	NA	NA	NA	NA	NA	"D9R4V6_CLOSW Patatin OS=Clostridium saccharolyticum (strain ATCC 35040 / DSM 2544 / NRCC 2533 / WM1) GN=Closa_2494 PE=4 SV=1"
"D9R4V7"	4550300	4654600	3413400	5198400	8090200	10437000	10999000	10403000	"D9R4V7_CLOSW Band 7 protein OS=Clostridium saccharolyticum (strain ATCC 35040 / DSM 2544 / NRCC 2533 / WM1) GN=Closa_2495 PE=4 SV=1"
"D9R4V8"	1564100	2461600	1307200	1090800	1008100	2633000	1961600	2306000	"D9R4V8_CLOSW Uncharacterized protein OS=Clostridium saccharolyticum (strain ATCC 35040 / DSM 2544 / NRCC 2533 / WM1) GN=Closa_2496 PE=4 SV=1"
"D9R4W6"	NA	NA	NA	NA	119910	94586	245060	148260	"D9R4W6_CLOSW Anaerobic ribonucleoside-triphosphate reductase OS=Clostridium saccharolyticum (strain ATCC 35040 / DSM 2544 / NRCC 2533 / WM1) GN=Closa_2504 PE=4 SV=1"
"D9R4W7"	NA	NA	NA	NA	NA	60167	NA	NA	"HFLX_CLOSW GTPase HflX OS=Clostridium saccharolyticum (strain ATCC 35040 / DSM 2544 / NRCC 2533 / WM1) GN=hflX PE=3 SV=1"
"D9R4W8"	NA	NA	NA	147350	147760	639220	628100	233470	"D9R4W8_CLOSW TPR repeat-containing protein OS=Clostridium saccharolyticum (strain ATCC 35040 / DSM 2544 / NRCC 2533 / WM1) GN=Closa_2506 PE=4 SV=1"
"D9R4X9"	284220	544590	328120	851510	2928000	3666800	6365200	6303400	"D9R4X9_CLOSW Glycosyl transferase family 2 OS=Clostridium saccharolyticum (strain ATCC 35040 / DSM 2544 / NRCC 2533 / WM1) GN=Closa_2517 PE=4 SV=1"
"D9R4Y1"	73278	NA	NA	145200	499190	304200	738360	384570	"D9R4Y1_CLOSW Carbamate kinase OS=Clostridium saccharolyticum (strain ATCC 35040 / DSM 2544 / NRCC 2533 / WM1) GN=Closa_2519 PE=3 SV=1"
