#target name	accession	query name	accession	full sequence E-value	full sequence score	full sequence bias	best 1 domain E-value	best 1 domain score	best 1 domain bias	domain number estimation exp	domain number estimation reg	domain number estimation clu	domain number estimation ov	domain number estimation env	domain number estimation dom	domain number estimation rep	domain number estimation inc	description of target
TIGR00022	TIGR00022	NP_418673.4	-	1.6e-63	211.0	0.0	1.8e-63	210.9	0.0	1.0	1	0	0	1	1	1	1	TIGR00022: YhcH/YjgK/YiaL family protein
TIGR04408	TIGR04408	NP_418683.4	-	1.3e-137	456.1	4.9	1.5e-137	455.9	4.9	1.0	1	0	0	1	1	1	1	LptG_lptG: LPS export ABC transporter permease LptG
TIGR04407	TIGR04407	NP_418683.4	-	4.8e-34	115.6	3.1	6e-34	115.2	3.1	1.1	1	0	0	1	1	1	1	LptF_YjgP: LPS export ABC transporter permease LptF
TIGR02822	TIGR02822	NP_418690.4	-	7.3e-38	128.4	0.2	8.7e-38	128.1	0.2	1.0	1	0	0	1	1	1	1	adh_fam_2: zinc-binding alcohol dehydrogenase family protein
TIGR03201	TIGR03201	NP_418690.4	-	8.1e-27	92.2	1.4	6.3e-26	89.2	1.4	2.0	1	1	0	1	1	1	1	dearomat_had: 6-hydroxycyclohex-1-ene-1-carbonyl-CoA dehydrogenase
TIGR03366	TIGR03366	NP_418690.4	-	4.8e-25	86.3	0.2	6.3e-25	86.0	0.2	1.1	1	0	0	1	1	1	1	HpnZ_proposed: putative phosphonate catabolism associated alcohol dehydrogenase
TIGR03989	TIGR03989	NP_418690.4	-	1.4e-22	78.4	5.3	3.4e-17	60.7	2.8	2.4	1	1	1	2	2	2	2	Rxyl_3153: NDMA-dependent alcohol dehydrogenase, Rxyl_3153 family
TIGR02823	TIGR02823	NP_418690.4	-	1.9e-20	70.9	0.1	3.5e-17	60.2	0.1	2.3	1	1	0	1	1	1	1	oxido_YhdH: putative quinone oxidoreductase, YhdH/YhfP family
TIGR00692	TIGR00692	NP_418690.4	-	2.1e-20	71.0	0.1	2.5e-20	70.7	0.1	1.1	1	0	0	1	1	1	1	tdh: L-threonine 3-dehydrogenase
TIGR03451	TIGR03451	NP_418690.4	-	2.9e-20	70.3	3.3	4e-19	66.6	3.3	2.0	1	1	0	1	1	1	1	mycoS_dep_FDH: S-(hydroxymethyl)mycothiol dehydrogenase
TIGR02824	TIGR02824	NP_418690.4	-	3.2e-15	53.9	0.7	1.8e-11	41.6	0.0	2.6	2	1	1	3	3	3	2	quinone_pig3: putative NAD(P)H quinone oxidoreductase, PIG3 family
TIGR02818	TIGR02818	NP_418690.4	-	5.1e-12	43.5	2.5	1.5e-08	32.0	0.4	2.9	2	1	1	3	3	3	2	adh_III_F_hyde: S-(hydroxymethyl)glutathione dehydrogenase/class III alcohol dehydrogenase
TIGR01751	TIGR01751	NP_418690.4	-	1.6e-10	38.2	0.3	1.3e-09	35.2	0.3	1.9	2	0	0	2	2	2	1	crot-CoA-red: crotonyl-CoA carboxylase/reductase
TIGR01202	TIGR01202	NP_418690.4	-	1.1e-05	22.6	0.2	0.00013	19.2	0.2	2.0	1	1	0	1	1	1	1	bchC: chlorophyll synthesis pathway protein BchC
TIGR02819	TIGR02819	NP_418690.4	-	0.00014	18.5	1.8	0.00016	18.3	0.6	1.6	2	0	0	2	2	2	1	fdhA_non_GSH: formaldehyde dehydrogenase, glutathione-independent
TIGR02853	TIGR02853	NP_418690.4	-	0.00023	18.5	0.1	0.00034	17.9	0.1	1.2	1	0	0	1	1	1	1	spore_dpaA: dipicolinic acid synthetase, A subunit
TIGR02817	TIGR02817	NP_418690.4	-	0.0011	16.4	0.0	0.0027	15.1	0.0	1.6	2	0	0	2	2	2	1	adh_fam_1: zinc-binding alcohol dehydrogenase family protein
TIGR01505	TIGR01505	NP_418690.4	-	0.0048	14.1	0.1	0.0095	13.1	0.1	1.5	1	0	0	1	1	1	1	tartro_sem_red: 2-hydroxy-3-oxopropionate reductase
TIGR00507	TIGR00507	NP_418690.4	-	0.022	11.9	0.0	0.032	11.3	0.0	1.2	1	0	0	1	1	1	0	aroE: shikimate dehydrogenase
TIGR02937	TIGR02937	NP_418715.2	-	1.2e-05	22.9	0.2	3.2e-05	21.6	0.1	1.6	2	0	0	2	2	2	1	sigma70-ECF: RNA polymerase sigma factor, sigma-70 family
TIGR02885	TIGR02885	NP_418715.2	-	0.0012	16.7	0.3	0.2	9.4	0.0	2.4	2	1	0	2	2	2	2	spore_sigF: RNA polymerase sigma-F factor
TIGR03541	TIGR03541	NP_418715.2	-	0.0087	13.5	0.0	0.044	11.2	0.0	1.9	2	0	0	2	2	2	1	reg_near_HchA: LuxR family transcriptional regulatory, chaperone HchA-associated
TIGR03020	TIGR03020	NP_418715.2	-	0.025	12.2	0.0	0.045	11.3	0.0	1.3	1	0	0	1	1	1	0	EpsA: transcriptional regulator EpsA
TIGR01884	TIGR01884	NP_418715.2	-	0.035	11.5	0.0	0.65	7.3	0.0	2.2	2	0	0	2	2	2	0	cas_HTH: CRISPR locus-related DNA-binding protein
TIGR02985	TIGR02985	NP_418715.2	-	0.04	12.1	0.0	0.07	11.3	0.0	1.3	1	0	0	1	1	1	0	Sig70_bacteroi1: RNA polymerase sigma-70 factor, Bacteroides expansion family 1
TIGR03547	TIGR03547	NP_418730.4	-	9.8e-145	480.0	11.9	1.1e-144	479.8	11.9	1.0	1	0	0	1	1	1	1	muta_rot_YjhT: mutatrotase, YjhT family
TIGR03548	TIGR03548	NP_418730.4	-	3.2e-47	159.2	3.0	6.4e-38	128.6	0.2	2.0	2	0	0	2	2	2	2	mutarot_permut: cyclically-permuted mutarotase family protein
TIGR02871	TIGR02871	NP_418750.2	-	0.0019	15.3	0.2	0.0026	14.8	0.2	1.3	1	0	0	1	1	1	1	spore_ylbJ: sporulation integral membrane protein YlbJ
TIGR00241	TIGR00241	NP_418754.2	-	1.1e-109	363.7	0.0	1.3e-109	363.5	0.0	1.0	1	0	0	1	1	1	1	CoA_E_activ: putative CoA-substrate-specific enzyme activase
TIGR03192	TIGR03192	NP_418754.2	-	1.5e-47	160.4	0.0	1.9e-47	160.1	0.0	1.1	1	0	0	1	1	1	1	benz_CoA_bzdQ: benzoyl-CoA reductase, bzd-type, Q subunit
TIGR02259	TIGR02259	NP_418754.2	-	4e-39	132.5	0.7	8.5e-38	128.1	0.1	2.0	2	0	0	2	2	2	1	benz_CoA_red_A: benzoyl-CoA reductase, subunit A
TIGR02261	TIGR02261	NP_418754.2	-	4.4e-32	109.2	0.1	5.1e-32	109.0	0.1	1.1	1	0	0	1	1	1	1	benz_CoA_red_D: benzoyl-CoA reductase, subunit D
TIGR03286	TIGR03286	NP_418754.2	-	9.2e-28	95.3	0.0	1e-27	95.1	0.0	1.0	1	0	0	1	1	1	1	methan_mark_15: putative methanogenesis marker protein 15
TIGR03259	TIGR03259	NP_418754.2	-	0.0072	13.8	0.0	0.011	13.1	0.0	1.2	1	0	0	1	1	1	1	met_CoM_red_gam: methyl-coenzyme M reductase, gamma subunit
TIGR01312	TIGR01312	NP_418754.2	-	0.095	9.1	2.7	0.31	7.4	0.0	2.7	2	1	0	3	3	3	0	XylB: xylulokinase
TIGR03190	TIGR03190	NP_418755.4	-	5.2e-22	76.1	0.1	6.5e-22	75.8	0.1	1.1	1	0	0	1	1	1	1	benz_CoA_bzdN: benzoyl-CoA reductase, bzd-type, N subunit
TIGR02263	TIGR02263	NP_418755.4	-	4.2e-17	60.1	0.0	5.1e-17	59.8	0.0	1.0	1	0	0	1	1	1	1	benz_CoA_red_C: benzoyl-CoA reductase, subunit C
TIGR02260	TIGR02260	NP_418755.4	-	3.8e-06	23.8	0.0	6e-06	23.1	0.0	1.3	1	0	0	1	1	1	1	benz_CoA_red_B: benzoyl-CoA reductase, subunit B
TIGR00390	TIGR00390	NP_418766.4	-	4.8e-05	20.4	0.2	0.00014	18.9	0.0	1.7	2	0	0	2	2	2	1	hslU: ATP-dependent protease HslVU, ATPase subunit
TIGR00764	TIGR00764	NP_418766.4	-	0.00071	16.2	0.0	0.00094	15.8	0.0	1.1	1	0	0	1	1	1	1	lon_rel: putative ATP-dependent protease
TIGR02928	TIGR02928	NP_418766.4	-	0.00093	16.1	0.0	0.0066	13.3	0.0	2.0	1	1	0	1	1	1	1	TIGR02928: orc1/cdc6 family replication initiation protein
TIGR03346	TIGR03346	NP_418766.4	-	0.0012	15.2	0.0	0.0017	14.7	0.0	1.1	1	0	0	1	1	1	1	chaperone_ClpB: ATP-dependent chaperone protein ClpB
TIGR02639	TIGR02639	NP_418766.4	-	0.0014	14.9	0.1	0.0026	14.0	0.0	1.4	2	0	0	2	2	2	1	ClpA: ATP-dependent Clp protease ATP-binding subunit ClpA
TIGR03922	TIGR03922	NP_418766.4	-	0.0016	15.0	0.1	0.0033	14.0	0.0	1.4	2	0	0	2	2	2	1	T7SS_EccA: type VII secretion AAA-ATPase EccA
TIGR02397	TIGR02397	NP_418766.4	-	0.002	15.4	0.0	0.0067	13.7	0.0	1.8	2	0	0	2	2	2	1	dnaX_nterm: DNA polymerase III, subunit gamma and tau
TIGR00368	TIGR00368	NP_418766.4	-	0.0022	14.6	0.0	0.0031	14.1	0.0	1.2	1	0	0	1	1	1	1	TIGR00368: Mg chelatase-like protein
TIGR01241	TIGR01241	NP_418766.4	-	0.0025	14.6	0.0	0.0036	14.0	0.0	1.2	1	0	0	1	1	1	1	FtsH_fam: ATP-dependent metallopeptidase HflB
TIGR03689	TIGR03689	NP_418766.4	-	0.0046	13.6	0.0	0.0072	13.0	0.0	1.2	1	0	0	1	1	1	1	pup_AAA: proteasome ATPase
TIGR02903	TIGR02903	NP_418766.4	-	0.0055	13.2	0.0	0.0078	12.7	0.0	1.1	1	0	0	1	1	1	1	spore_lon_C: ATP-dependent protease, Lon family
TIGR03499	TIGR03499	NP_418766.4	-	0.0057	14.6	0.1	0.017	13.0	0.0	1.7	2	0	0	2	2	2	1	FlhF: flagellar biosynthesis protein FlhF
TIGR00635	TIGR00635	NP_418766.4	-	0.0078	13.2	0.6	0.023	11.7	0.0	1.8	2	0	0	2	2	2	1	ruvB: Holliday junction DNA helicase RuvB
TIGR02881	TIGR02881	NP_418766.4	-	0.0098	12.9	0.0	0.017	12.2	0.0	1.3	1	0	0	1	1	1	1	spore_V_K: stage V sporulation protein K
TIGR00763	TIGR00763	NP_418766.4	-	0.011	12.2	0.0	0.016	11.6	0.0	1.2	1	0	0	1	1	1	0	lon: endopeptidase La
TIGR03345	TIGR03345	NP_418766.4	-	0.012	11.8	0.0	0.018	11.3	0.0	1.2	1	0	0	1	1	1	0	VI_ClpV1: type VI secretion ATPase, ClpV1 family
TIGR00678	TIGR00678	NP_418766.4	-	0.019	12.6	0.0	0.032	11.8	0.0	1.3	1	0	0	1	1	1	0	holB: DNA polymerase III, delta' subunit
TIGR01242	TIGR01242	NP_418766.4	-	0.038	11.1	0.0	0.059	10.4	0.0	1.2	1	0	0	1	1	1	0	26Sp45: 26S proteasome subunit P45 family
TIGR01447	TIGR01447	NP_418766.4	-	0.052	10.0	0.0	0.078	9.5	0.0	1.3	1	0	0	1	1	1	0	recD: exodeoxyribonuclease V, alpha subunit
TIGR01243	TIGR01243	NP_418766.4	-	0.063	9.5	0.1	0.093	8.9	0.1	1.1	1	0	0	1	1	1	0	CDC48: AAA family ATPase, CDC48 subfamily
TIGR02475	TIGR02475	NP_418772.4	-	2e-49	166.2	0.3	6.5e-31	105.4	0.4	2.0	1	1	1	2	2	2	2	CobW: cobalamin biosynthesis protein CobW
TIGR00073	TIGR00073	NP_418772.4	-	1.6e-05	22.5	0.8	0.00016	19.1	0.2	2.1	2	0	0	2	2	2	1	hypB: hydrogenase accessory protein HypB
TIGR03015	TIGR03015	NP_418772.4	-	0.0013	16.2	0.1	0.0033	14.9	0.0	1.6	2	0	0	2	2	2	1	pepcterm_ATPase: putative secretion ATPase, PEP-CTERM locus subfamily
TIGR00150	TIGR00150	NP_418772.4	-	0.0045	14.8	0.0	0.0094	13.8	0.0	1.4	1	0	0	1	1	1	1	T6A_YjeE: tRNA threonylcarbamoyl adenosine modification protein YjeE
TIGR01911	TIGR01911	NP_418772.4	-	0.0064	15.1	0.1	0.13	10.9	0.0	2.4	2	0	0	2	2	2	1	HesB_rel_seleno: HesB-like selenoprotein
TIGR00750	TIGR00750	NP_418772.4	-	0.015	12.3	0.0	0.027	11.5	0.0	1.3	1	0	0	1	1	1	0	lao: LAO/AO transport system ATPase
TIGR00176	TIGR00176	NP_418772.4	-	0.03	12.3	0.0	0.068	11.2	0.0	1.7	2	0	0	2	2	2	0	mobB: molybdopterin-guanine dinucleotide biosynthesis protein B
TIGR02528	TIGR02528	NP_418772.4	-	0.039	12.2	0.1	3.4	5.9	0.0	2.6	3	0	0	3	3	3	0	EutP: ethanolamine utilization protein, EutP
TIGR01526	TIGR01526	NP_418807.4	-	2.5e-166	550.7	0.1	3e-166	550.4	0.1	1.0	1	0	0	1	1	1	1	nadR_NMN_Atrans: nicotinamide-nucleotide adenylyltransferase
TIGR00125	TIGR00125	NP_418807.4	-	3.5e-21	73.1	0.0	5.3e-20	69.4	0.0	2.3	2	0	0	2	2	2	1	cyt_tran_rel: cytidyltransferase-like domain
TIGR01510	TIGR01510	NP_418807.4	-	2e-06	25.9	0.1	5.8e-05	21.1	0.0	3.1	4	0	0	4	4	4	1	coaD_prev_kdtB: pantetheine-phosphate adenylyltransferase
TIGR01527	TIGR01527	NP_418807.4	-	0.00016	19.2	0.2	0.00037	18.0	0.1	1.6	2	0	0	2	2	2	1	arch_NMN_Atrans: nicotinamide-nucleotide adenylyltransferase
TIGR00482	TIGR00482	NP_418807.4	-	0.0023	15.9	0.0	0.02	12.9	0.0	2.4	3	0	0	3	3	3	1	TIGR00482: nicotinate (nicotinamide) nucleotide adenylyltransferase
TIGR02199	TIGR02199	NP_418807.4	-	0.0057	14.5	0.0	0.03	12.1	0.0	2.0	2	0	0	2	2	2	1	rfaE_dom_II: bifunctional protein RfaE, domain II
TIGR00436	TIGR00436	NP_418807.4	-	0.0075	13.6	0.2	0.02	12.2	0.2	1.7	1	0	0	1	1	1	1	era: GTP-binding protein Era
TIGR00124	TIGR00124	NP_418807.4	-	0.0076	13.3	0.0	0.014	12.4	0.0	1.4	1	0	0	1	1	1	1	cit_ly_ligase: [citrate (pro-3S)-lyase] ligase
TIGR04111	TIGR04111	NP_418807.4	-	0.014	13.3	0.0	0.052	11.5	0.0	1.9	2	0	0	2	2	2	0	BcepMu_gp16: phage-associated protein, BcepMu gp16 family
TIGR03594	TIGR03594	NP_418807.4	-	0.029	11.3	0.1	0.049	10.6	0.1	1.2	1	0	0	1	1	1	0	GTPase_EngA: ribosome-associated GTPase EngA
TIGR04380	TIGR04380	NP_417558.2	-	2.5e-18	64.0	0.0	3.7e-18	63.4	0.0	1.4	2	0	0	2	2	2	1	myo_inos_iolG: inositol 2-dehydrogenase
TIGR03023	TIGR03023	NP_417558.2	-	0.0077	13.5	0.0	0.061	10.5	0.0	1.9	2	0	0	2	2	2	1	WcaJ_sugtrans: undecaprenyl-phosphate glucose phosphotransferase
TIGR00016	TIGR00016	NP_417585.2	-	5.4e-173	573.3	0.1	6.3e-173	573.1	0.1	1.0	1	0	0	1	1	1	1	ackA: acetate kinase
TIGR02707	TIGR02707	NP_417585.2	-	8.8e-21	72.2	0.3	6.3e-19	66.1	0.1	2.3	3	0	0	3	3	3	2	butyr_kinase: butyrate kinase
TIGR00045	TIGR00045	NP_417593.4	-	3.8e-175	580.3	11.9	4.3e-175	580.1	11.9	1.0	1	0	0	1	1	1	1	TIGR00045: glycerate kinase
TIGR01505	TIGR01505	NP_417594.3	-	6.7e-157	519.1	11.9	7.5e-157	518.9	11.9	1.0	1	0	0	1	1	1	1	tartro_sem_red: 2-hydroxy-3-oxopropionate reductase
TIGR01692	TIGR01692	NP_417594.3	-	1.3e-66	222.8	8.7	1.6e-66	222.6	8.7	1.1	1	0	0	1	1	1	1	HIBADH: 3-hydroxyisobutyrate dehydrogenase
TIGR00872	TIGR00872	NP_417594.3	-	3.4e-19	67.1	0.4	3.8e-19	67.0	0.4	1.1	1	0	0	1	1	1	1	gnd_rel: 6-phosphogluconate dehydrogenase (decarboxylating)
TIGR00873	TIGR00873	NP_417594.3	-	2.3e-12	44.4	2.0	3.9e-12	43.7	2.0	1.3	1	1	0	1	1	1	1	gnd: 6-phosphogluconate dehydrogenase (decarboxylating)
TIGR03026	TIGR03026	NP_417594.3	-	9.8e-07	25.8	0.7	0.00029	17.7	0.7	2.3	1	1	0	1	1	1	1	NDP-sugDHase: nucleotide sugar dehydrogenase
TIGR00112	TIGR00112	NP_417594.3	-	0.00027	18.6	0.3	0.00056	17.6	0.3	1.5	1	0	0	1	1	1	1	proC: pyrroline-5-carboxylate reductase
TIGR02853	TIGR02853	NP_417594.3	-	0.0025	15.1	0.5	0.0041	14.4	0.3	1.5	1	1	0	1	1	1	1	spore_dpaA: dipicolinic acid synthetase, A subunit
TIGR01161	TIGR01161	NP_417594.3	-	0.0084	13.4	0.1	0.012	12.8	0.1	1.2	1	0	0	1	1	1	1	purK: phosphoribosylaminoimidazole carboxylase, ATPase subunit
TIGR01087	TIGR01087	NP_417594.3	-	0.017	12.2	0.6	0.43	7.5	0.0	2.1	2	0	0	2	2	2	0	murD: UDP-N-acetylmuramoylalanine--D-glutamate ligase
TIGR03591	TIGR03591	NP_417633.4	-	0	1093.0	8.8	0	1092.8	8.8	1.0	1	0	0	1	1	1	1	polynuc_phos: polyribonucleotide nucleotidyltransferase
TIGR02696	TIGR02696	NP_417633.4	-	6.1e-207	687.3	13.9	1.1e-206	686.5	13.9	1.3	1	1	0	1	1	1	1	pppGpp_PNP: guanosine pentaphosphate synthetase I/polyribonucleotide nucleotidyltransferase
TIGR02065	TIGR02065	NP_417633.4	-	1.8e-30	103.9	7.6	1.3e-25	88.0	0.4	2.7	3	0	0	3	3	3	2	ECX1: exosome complex exonuclease 1
TIGR00717	TIGR00717	NP_417633.4	-	1.3e-17	61.5	0.5	2.1e-17	60.8	0.5	1.2	1	0	0	1	1	1	1	rpsA: ribosomal protein bS1
TIGR01966	TIGR01966	NP_417633.4	-	2.3e-07	28.2	3.8	7.1e-06	23.4	0.6	3.8	3	1	0	3	3	3	1	RNasePH: ribonuclease PH
TIGR02063	TIGR02063	NP_417633.4	-	2e-06	24.4	1.0	3.6e-06	23.5	1.0	1.4	1	0	0	1	1	1	1	RNase_R: ribonuclease R
TIGR03665	TIGR03665	NP_417633.4	-	8.7e-06	23.6	2.8	2.6e-05	22.0	2.8	1.8	1	0	0	1	1	1	1	arCOG04150: arCOG04150 universal archaeal KH domain protein
TIGR00448	TIGR00448	NP_417633.4	-	2.6e-05	21.8	1.5	6.5e-05	20.6	1.5	1.6	1	0	0	1	1	1	1	rpoE: DNA-directed RNA polymerase
TIGR00757	TIGR00757	NP_417633.4	-	0.00015	18.8	0.3	0.00028	17.9	0.3	1.4	1	0	0	1	1	1	1	RNaseEG: ribonuclease, Rne/Rng family
TIGR00202	TIGR00202	NP_417633.4	-	0.004	15.3	1.3	0.5	8.6	0.1	2.8	2	0	0	2	2	2	1	csrA: carbon storage regulator
TIGR00509	TIGR00509	NP_418007.3	-	0	1094.0	0.0	0	1093.9	0.0	1.0	1	0	0	1	1	1	1	bisC_fam: molybdopterin guanine dinucleotide-containing S/N-oxide reductases
TIGR02164	TIGR02164	NP_418007.3	-	2.5e-230	764.8	0.0	3.2e-230	764.4	0.0	1.0	1	0	0	1	1	1	1	torA: trimethylamine-N-oxide reductase TorA
TIGR02166	TIGR02166	NP_418007.3	-	2.2e-119	397.7	0.0	4e-119	396.8	0.0	1.3	1	0	0	1	1	1	1	dmsA_ynfE: anaerobic dimethyl sulfoxide reductase, A subunit, DmsA/YnfE family
TIGR01591	TIGR01591	NP_418007.3	-	2.3e-48	162.7	0.0	2.9e-40	136.0	0.0	2.8	2	1	0	2	2	2	2	Fdh-alpha: formate dehydrogenase, alpha subunit
TIGR03479	TIGR03479	NP_418007.3	-	1.5e-37	127.1	2.3	3.3e-11	39.9	0.0	4.0	3	1	1	4	4	4	4	DMSO_red_II_alp: DMSO reductase family type II enzyme, molybdopterin subunit
TIGR01580	TIGR01580	NP_418007.3	-	1.8e-19	66.9	5.9	3.4e-07	26.2	4.2	3.8	3	1	0	3	3	3	3	narG: nitrate reductase, alpha subunit
TIGR01706	TIGR01706	NP_418007.3	-	3.9e-16	56.5	0.4	1.6e-08	31.3	0.1	3.7	2	1	1	3	3	3	3	NAPA: periplasmic nitrate reductase, large subunit
TIGR02693	TIGR02693	NP_418007.3	-	1.4e-15	54.3	0.0	1e-06	25.0	0.0	3.8	3	1	0	3	3	3	3	arsenite_ox_L: arsenite oxidase, large subunit
TIGR01701	TIGR01701	NP_418007.3	-	2.5e-14	50.3	0.8	4.3e-12	42.9	1.0	3.4	2	2	0	2	2	2	1	Fdhalpha-like: oxidoreductase alpha (molybdopterin) subunit
TIGR01553	TIGR01553	NP_418007.3	-	6.9e-10	35.3	1.6	0.00023	17.0	0.0	3.3	2	1	1	3	3	3	2	formate-DH-alph: formate dehydrogenase-N alpha subunit
TIGR01973	TIGR01973	NP_418007.3	-	0.00045	17.1	0.0	0.0046	13.7	0.0	2.2	2	1	0	2	2	2	1	NuoG: NADH dehydrogenase (quinone), G subunit
TIGR02103	TIGR02103	NP_418175.3	-	4.4e-06	23.0	0.1	6e-06	22.5	0.1	1.1	1	0	0	1	1	1	1	pullul_strch: alpha-1,6-glucosidases, pullulanase-type
TIGR02821	TIGR02821	NP_418175.3	-	4.8e-05	21.0	0.0	0.00032	18.3	0.0	1.9	1	1	0	1	1	1	1	fghA_ester_D: S-formylglutathione hydrolase
TIGR01840	TIGR01840	NP_418175.3	-	0.0024	15.4	0.0	0.0059	14.1	0.0	1.9	1	1	0	1	1	1	1	esterase_phb: esterase, PHB depolymerase family
TIGR00176	TIGR00176	NP_418293.2	-	3.2e-50	168.1	0.0	3.7e-50	167.9	0.0	1.0	1	0	0	1	1	1	1	mobB: molybdopterin-guanine dinucleotide biosynthesis protein B
TIGR03598	TIGR03598	NP_418301.3	-	6.2e-76	252.2	0.0	7.1e-76	252.0	0.0	1.0	1	0	0	1	1	1	1	GTPase_YsxC: ribosome biogenesis GTP-binding protein YsxC
TIGR03594	TIGR03594	NP_418301.3	-	1.2e-15	55.4	1.0	5.4e-15	53.3	1.0	1.7	1	1	0	1	1	1	1	GTPase_EngA: ribosome-associated GTPase EngA
TIGR03918	TIGR03918	NP_418301.3	-	2.9e-10	37.5	0.6	6.7e-10	36.3	0.6	1.5	1	1	0	1	1	1	1	GTP_HydF: [FeFe] hydrogenase H-cluster maturation GTPase HydF
TIGR03596	TIGR03596	NP_418301.3	-	4.5e-09	34.0	0.9	1.3e-06	26.0	0.0	2.1	1	1	0	2	2	2	2	GTPase_YlqF: ribosome biogenesis GTP-binding protein YlqF
TIGR03597	TIGR03597	NP_418301.3	-	9.9e-08	29.5	0.3	2.3e-05	21.7	0.0	2.0	1	1	1	2	2	2	2	GTPase_YqeH: ribosome biogenesis GTPase YqeH
TIGR00436	TIGR00436	NP_418301.3	-	1.1e-07	29.4	0.0	1.4e-07	29.1	0.0	1.1	1	0	0	1	1	1	1	era: GTP-binding protein Era
TIGR00231	TIGR00231	NP_418301.3	-	1.6e-07	29.2	0.0	2.1e-07	28.8	0.0	1.2	1	0	0	1	1	1	1	small_GTP: small GTP-binding protein domain
TIGR00450	TIGR00450	NP_418301.3	-	9.6e-07	26.2	1.7	5.2e-06	23.7	1.7	1.8	1	1	0	1	1	1	1	mnmE_trmE_thdF: tRNA modification GTPase TrmE
TIGR00157	TIGR00157	NP_418301.3	-	6e-05	20.7	0.1	0.0029	15.1	0.0	2.1	2	0	0	2	2	2	1	TIGR00157: ribosome small subunit-dependent GTPase A
TIGR02528	TIGR02528	NP_418301.3	-	0.0016	16.6	0.5	0.0092	14.2	0.5	2.4	1	1	0	1	1	1	1	EutP: ethanolamine utilization protein, EutP
TIGR03156	TIGR03156	NP_418301.3	-	0.002	15.1	1.0	0.0059	13.5	1.0	1.8	1	1	0	1	1	1	1	GTP_HflX: GTP-binding protein HflX
TIGR02729	TIGR02729	NP_418301.3	-	0.0094	12.9	0.1	0.76	6.7	0.0	2.0	2	0	0	2	2	2	2	Obg_CgtA: Obg family GTPase CgtA
TIGR00761	TIGR00761	NP_418394.3	-	1.5e-78	261.5	2.0	1.7e-78	261.3	2.0	1.0	1	0	0	1	1	1	1	argB: acetylglutamate kinase
TIGR01890	TIGR01890	NP_418394.3	-	1.1e-11	42.3	1.1	3.6e-11	40.6	1.1	1.7	1	1	0	1	1	1	1	N-Ac-Glu-synth: amino-acid N-acetyltransferase
TIGR00656	TIGR00656	NP_418394.3	-	2.4e-05	21.5	0.4	6.6e-05	20.0	0.4	1.7	1	1	0	1	1	1	1	asp_kin_monofn: aspartate kinase, monofunctional class
TIGR01092	TIGR01092	NP_418394.3	-	6.6e-05	19.2	0.2	9.5e-05	18.7	0.2	1.2	1	0	0	1	1	1	1	P5CS: delta l-pyrroline-5-carboxylate synthetase
TIGR00657	TIGR00657	NP_418394.3	-	0.00094	16.3	0.1	0.034	11.2	0.1	2.1	2	0	0	2	2	2	2	asp_kinases: aspartate kinase
TIGR03968	TIGR03968	NP_418398.2	-	8.1e-06	23.5	1.1	1.1e-05	23.1	1.1	1.3	1	1	0	1	1	1	1	mycofact_TetR: mycofactocin system transcriptional regulator
TIGR03384	TIGR03384	NP_418398.2	-	6.8e-05	20.6	0.3	0.00014	19.6	0.3	1.5	1	0	0	1	1	1	1	betaine_BetI: transcriptional repressor BetI
TIGR02366	TIGR02366	NP_418398.2	-	0.0045	15.0	0.0	0.011	13.7	0.0	1.6	2	0	0	2	2	2	1	DHAK_reg: probable dihydroxyacetone kinase regulator
TIGR01135	TIGR01135	NP_417830.4	-	6.8e-19	65.7	0.0	1.6e-18	64.5	0.0	1.5	1	1	0	1	1	1	1	glmS: glutamine-fructose-6-phosphate transaminase (isomerizing)
TIGR00274	TIGR00274	NP_417830.4	-	0.00029	18.0	0.3	0.00053	17.1	0.0	1.5	2	0	0	2	2	2	1	TIGR00274: N-acetylmuramic acid 6-phosphate etherase
TIGR00441	TIGR00441	NP_417830.4	-	0.00077	17.5	0.0	0.0016	16.5	0.0	1.5	1	0	0	1	1	1	1	gmhA: phosphoheptose isomerase
TIGR03127	TIGR03127	NP_417830.4	-	0.031	12.2	0.0	0.057	11.3	0.0	1.3	1	0	0	1	1	1	0	RuMP_HxlB: 6-phospho 3-hexuloisomerase
TIGR02325	TIGR02325	NP_417834.6	-	1.2e-33	114.5	0.0	1.4e-33	114.3	0.0	1.0	1	0	0	1	1	1	1	C_P_lyase_phnF: phosphonate metabolism transcriptional regulator PhnF
TIGR02018	TIGR02018	NP_417834.6	-	3.5e-33	112.8	0.0	4.5e-33	112.5	0.0	1.0	1	0	0	1	1	1	1	his_ut_repres: histidine utilization repressor
TIGR03337	TIGR03337	NP_417834.6	-	1.3e-26	91.7	0.0	1.5e-26	91.4	0.0	1.0	1	0	0	1	1	1	1	phnR: phosphonate utilization transcriptional regulator PhnR
TIGR02404	TIGR02404	NP_417834.6	-	5.4e-26	89.6	0.0	5.9e-26	89.5	0.0	1.0	1	0	0	1	1	1	1	trehalos_R_Bsub: trehalose operon repressor
TIGR02812	TIGR02812	NP_417834.6	-	2.1e-05	22.3	0.0	3.1e-05	21.7	0.0	1.2	1	0	0	1	1	1	1	fadR_gamma: fatty acid metabolism transcriptional regulator FadR
TIGR03338	TIGR03338	NP_417834.6	-	3.6e-05	21.4	0.0	5.6e-05	20.8	0.0	1.2	1	0	0	1	1	1	1	phnR_burk: phosphonate utilization associated transcriptional regulator
