#target name	accession	query name	accession	full sequence E-value	full sequence score	full sequence bias	best 1 domain E-value	best 1 domain score	best 1 domain bias	domain number estimation exp	domain number estimation reg	domain number estimation clu	domain number estimation ov	domain number estimation env	domain number estimation dom	domain number estimation rep	domain number estimation inc	description of target
TIGR03830	TIGR03830	WP_000007436.1	-	2.9e-10	38.0	0.1	3.5e-10	37.7	0.1	1.2	1	0	0	1	1	1	1	CxxCG_CxxCG_HTH: putative zinc finger/helix-turn-helix protein, YgiT family
TIGR03070	TIGR03070	WP_000007436.1	-	0.0014	16.6	0.0	0.002	16.0	0.0	1.4	1	0	0	1	1	1	1	couple_hipB: transcriptional regulator, y4mF family
TIGR00676	TIGR00676	WP_000007515.1	-	8.5e-106	351.2	0.0	9.7e-106	351.0	0.0	1.0	1	0	0	1	1	1	1	fadh2: methylenetetrahydrofolate reductase [NAD(P)H]
TIGR00677	TIGR00677	WP_000007515.1	-	2e-67	225.4	0.0	2.6e-67	225.1	0.0	1.0	1	0	0	1	1	1	1	fadh2_euk: methylenetetrahydrofolate reductase
TIGR00739	TIGR00739	WP_000007629.1	-	2.5e-35	118.4	0.2	3e-35	118.2	0.2	1.1	1	0	0	1	1	1	1	yajC: preprotein translocase, YajC subunit
TIGR00996	TIGR00996	WP_000007629.1	-	0.011	12.9	0.1	0.014	12.6	0.1	1.1	1	0	0	1	1	1	0	Mtu_fam_mce: virulence factor Mce family protein
TIGR00466	TIGR00466	WP_000011611.1	-	5.8e-138	456.0	0.0	6.6e-138	455.8	0.0	1.0	1	0	0	1	1	1	1	kdsB: 3-deoxy-D-manno-octulosonate cytidylyltransferase
TIGR03584	TIGR03584	WP_000011611.1	-	6.6e-13	46.8	0.1	1.3e-12	45.8	0.1	1.5	2	0	0	2	2	2	1	PseF: pseudaminic acid cytidylyltransferase
TIGR01173	TIGR01173	WP_000011611.1	-	1.8e-10	38.2	0.1	2.4e-10	37.8	0.1	1.1	1	0	0	1	1	1	1	glmU: UDP-N-acetylglucosamine diphosphorylase/glucosamine-1-phosphate N-acetyltransferase
TIGR02665	TIGR02665	WP_000011611.1	-	1.2e-06	26.6	0.1	1.7e-06	26.2	0.1	1.2	1	0	0	1	1	1	1	molyb_mobA: molybdenum cofactor guanylyltransferase
TIGR00454	TIGR00454	WP_000011611.1	-	1.6e-06	26.1	0.1	2.3e-06	25.6	0.1	1.2	1	0	0	1	1	1	1	TIGR00454: TIGR00454 family protein
TIGR03310	TIGR03310	WP_000011611.1	-	1.8e-06	26.0	0.0	3.3e-06	25.1	0.0	1.4	1	0	0	1	1	1	1	matur_MocA_YgfJ: molybdenum cofactor cytidylyltransferase
TIGR03992	TIGR03992	WP_000011611.1	-	1.8e-05	21.7	0.0	3.3e-05	20.9	0.1	1.3	2	0	0	2	2	2	1	Arch_glmU: UDP-N-acetylglucosamine diphosphorylase/glucosamine-1-phosphate N-acetyltransferase
TIGR00453	TIGR00453	WP_000011611.1	-	0.00024	18.6	1.0	0.00039	17.9	0.9	1.4	2	0	0	2	2	2	1	ispD: 2-C-methyl-D-erythritol 4-phosphate cytidylyltransferase
TIGR03552	TIGR03552	WP_000011611.1	-	0.00028	18.5	0.7	0.0033	15.0	0.5	2.1	2	0	0	2	2	2	1	F420_cofC: 2-phospho-L-lactate guanylyltransferase
TIGR04003	TIGR04003	WP_000011611.1	-	0.011	12.8	0.1	0.016	12.3	0.1	1.2	1	0	0	1	1	1	0	rSAM_BssD: [benzylsuccinate synthase]-activating enzyme
TIGR04048	TIGR04048	WP_000011664.1	-	0.0054	13.7	0.0	0.0076	13.2	0.0	1.2	1	0	0	1	1	1	1	nitrile_sll0784: putative nitrilase, sll0784 family
TIGR00658	TIGR00658	WP_000012935.1	-	2.9e-138	458.1	0.0	3.2e-138	458.0	0.0	1.0	1	0	0	1	1	1	1	orni_carb_tr: ornithine carbamoyltransferase
TIGR04384	TIGR04384	WP_000012935.1	-	1.7e-80	268.6	0.0	3.2e-70	234.8	0.0	2.0	2	0	0	2	2	2	2	putr_carbamoyl: putrescine carbamoyltransferase
TIGR00670	TIGR00670	WP_000012935.1	-	6.2e-34	115.4	0.0	2.6e-33	113.4	0.0	1.7	2	0	0	2	2	2	1	asp_carb_tr: aspartate carbamoyltransferase
TIGR03316	TIGR03316	WP_000012935.1	-	7.1e-17	59.3	0.1	5.2e-13	46.6	0.0	3.1	1	1	1	2	2	2	2	ygeW: knotted carbamoyltransferase YgeW
TIGR00670	TIGR00670	WP_000013046.1	-	1.4e-126	419.7	0.0	1.5e-126	419.5	0.0	1.0	1	0	0	1	1	1	1	asp_carb_tr: aspartate carbamoyltransferase
TIGR00658	TIGR00658	WP_000013046.1	-	1.1e-43	147.5	0.0	1.3e-43	147.2	0.0	1.0	1	0	0	1	1	1	1	orni_carb_tr: ornithine carbamoyltransferase
TIGR04384	TIGR04384	WP_000013046.1	-	1e-34	118.1	0.0	1.2e-34	117.8	0.0	1.0	1	0	0	1	1	1	1	putr_carbamoyl: putrescine carbamoyltransferase
TIGR03316	TIGR03316	WP_000013046.1	-	4e-07	27.2	0.2	2e-06	24.9	0.2	2.0	1	1	0	1	1	1	1	ygeW: knotted carbamoyltransferase YgeW
TIGR01293	TIGR01293	WP_000013144.1	-	2.3e-11	41.2	0.1	8.2e-10	36.2	0.1	2.1	1	1	1	2	2	2	2	Kv_beta: voltage-dependent potassium channel beta subunit
TIGR02163	TIGR02163	WP_000013515.1	-	4.1e-117	388.2	6.9	4.7e-117	388.0	6.9	1.0	1	0	0	1	1	1	1	napH_: ferredoxin-type protein, NapH/MauN family
TIGR00402	TIGR00402	WP_000013515.1	-	2.1e-07	29.0	4.3	3.9e-07	28.1	4.3	1.4	1	0	0	1	1	1	1	napF: ferredoxin-type protein NapF
TIGR02179	TIGR02179	WP_000013515.1	-	1.9e-06	25.9	4.8	1.9e-06	25.9	4.8	3.0	4	0	0	4	4	4	1	PorD_KorD: 2-oxoacid:acceptor oxidoreductase, delta subunit, pyruvate/2-ketoisovalerate family
TIGR04270	TIGR04270	WP_000013515.1	-	2e-06	24.4	4.5	2.8e-06	23.9	4.5	1.1	1	0	0	1	1	1	1	Rama_corrin_act: methylamine methyltransferase corrinoid protein reductive activase
TIGR02936	TIGR02936	WP_000013515.1	-	3.2e-06	25.2	8.9	0.00027	19.0	1.6	2.6	1	1	1	2	2	2	2	fdxN_nitrog: ferredoxin III, nif-specific
TIGR04003	TIGR04003	WP_000013515.1	-	3.3e-05	21.1	10.0	0.0003	18.0	1.1	2.2	1	1	1	2	2	2	2	rSAM_BssD: [benzylsuccinate synthase]-activating enzyme
TIGR02700	TIGR02700	WP_000013515.1	-	4.3e-05	20.9	9.1	5.9e-05	20.4	7.8	1.9	2	1	1	3	3	3	1	flavo_MJ0208: archaeoflavoprotein, MJ0208 family
TIGR04041	TIGR04041	WP_000013515.1	-	9e-05	20.0	7.1	0.00014	19.3	7.1	1.3	1	0	0	1	1	1	1	activase_YjjW: glycine radical enzyme activase, YjjW family
TIGR02494	TIGR02494	WP_000013515.1	-	0.00012	19.4	3.2	0.00021	18.6	3.2	1.3	1	0	0	1	1	1	1	PFLE_PFLC: glycyl-radical enzyme activating protein
TIGR01945	TIGR01945	WP_000013515.1	-	0.00018	18.1	3.9	0.0004	17.0	3.9	1.5	1	0	0	1	1	1	1	rnfC: electron transport complex, RnfABCDGE type, C subunit
TIGR01971	TIGR01971	WP_000013515.1	-	0.00031	18.3	10.6	0.00085	16.9	6.5	2.8	2	1	1	3	3	3	1	NuoI: NADH-quinone oxidoreductase, chain I
TIGR04395	TIGR04395	WP_000013515.1	-	0.00043	17.6	7.1	0.00043	17.6	7.1	1.7	1	1	1	2	2	2	1	cutC_activ_rSAM: choline TMA-lyase-activating enzyme
TIGR03336	TIGR03336	WP_000013515.1	-	0.0036	13.6	6.7	0.0054	13.0	6.7	1.2	1	0	0	1	1	1	1	IOR_alpha: indolepyruvate ferredoxin oxidoreductase, alpha subunit
TIGR00314	TIGR00314	WP_000013515.1	-	0.005	12.6	3.8	0.0067	12.2	3.8	1.1	1	0	0	1	1	1	1	cdhA: CO dehydrogenase/acetyl-CoA synthase complex, epsilon subunit
TIGR02066	TIGR02066	WP_000013515.1	-	0.012	12.6	8.9	0.061	10.3	1.3	2.1	1	1	1	2	2	2	0	dsrB: sulfite reductase, dissimilatory-type beta subunit
TIGR02512	TIGR02512	WP_000013515.1	-	0.012	12.4	11.9	0.011	12.5	8.7	2.2	1	1	1	2	2	2	0	FeFe_hydrog_A: [FeFe] hydrogenase, group A
TIGR03287	TIGR03287	WP_000013515.1	-	0.025	11.0	9.2	0.018	11.5	7.9	1.4	1	1	0	1	1	1	0	methan_mark_16: putative methanogenesis marker 16 metalloprotein
TIGR04105	TIGR04105	WP_000013515.1	-	0.035	10.7	10.9	0.54	6.8	10.9	2.1	1	1	0	1	1	1	0	FeFe_hydrog_B1: [FeFe] hydrogenase, group B1/B3
TIGR03149	TIGR03149	WP_000013515.1	-	0.054	10.8	11.4	0.13	9.6	3.4	2.2	1	1	1	2	2	2	0	cyt_nit_nrfC: cytochrome c nitrite reductase, Fe-S protein
TIGR02912	TIGR02912	WP_000013515.1	-	0.062	10.2	5.3	0.094	9.6	5.3	1.2	1	0	0	1	1	1	0	sulfite_red_C: sulfite reductase, subunit C
TIGR01944	TIGR01944	WP_000013515.1	-	0.079	10.5	12.2	0.047	11.2	9.5	1.9	1	1	1	2	2	2	0	rnfB: electron transport complex, RnfABCDGE type, B subunit
TIGR02745	TIGR02745	WP_000013515.1	-	0.48	7.3	25.7	1.8e+02	-1.3	25.7	3.2	1	1	0	1	1	1	0	ccoG_rdxA_fixG: cytochrome c oxidase accessory protein CcoG
TIGR00276	TIGR00276	WP_000013515.1	-	0.86	6.5	13.3	0.15	9.0	1.6	2.9	2	1	1	3	3	3	0	TIGR00276: epoxyqueuosine reductase
TIGR02176	TIGR02176	WP_000013515.1	-	0.88	5.2	11.9	0.068	8.9	2.9	2.0	1	1	1	2	2	2	0	pyruv_ox_red: pyruvate:ferredoxin (flavodoxin) oxidoreductase
TIGR02951	TIGR02951	WP_000013515.1	-	1.3	7.0	11.0	26	2.8	11.4	2.2	1	1	0	1	1	1	0	DMSO_dmsB: dimethylsulfoxide reductase, chain B
TIGR02381	TIGR02381	WP_000014594.1	-	1.9e-27	93.0	0.5	2.1e-27	92.8	0.5	1.0	1	0	0	1	1	1	1	cspD: cold shock domain protein CspD
TIGR00358	TIGR00358	WP_000014594.1	-	0.0022	14.3	0.0	0.0022	14.3	0.0	1.0	1	0	0	1	1	1	1	3_prime_RNase: VacB and RNase II family 3'-5' exoribonucleases
TIGR01133	TIGR01133	WP_000016564.1	-	4.7e-114	379.0	0.7	5.3e-114	378.9	0.7	1.0	1	0	0	1	1	1	1	murG: undecaprenyldiphospho-muramoylpentapeptide beta-N-acetylglucosaminyltransferase
TIGR01426	TIGR01426	WP_000016564.1	-	2.1e-05	21.7	0.1	0.015	12.3	0.0	2.4	3	0	0	3	3	3	2	MGT: glycosyltransferase, MGT family
TIGR00661	TIGR00661	WP_000016564.1	-	0.0093	13.2	0.0	0.042	11.0	0.0	1.8	2	0	0	2	2	2	1	MJ1255: conserved hypothetical protein
TIGR03590	TIGR03590	WP_000016564.1	-	0.023	12.3	0.0	2.1	5.8	0.0	2.1	2	0	0	2	2	2	0	PseG: UDP-2,4-diacetamido-2,4,6-trideoxy-beta-L-altropyranose hydrolase
TIGR02883	TIGR02883	WP_000016907.1	-	6.5e-36	122.1	4.0	3.9e-22	77.2	0.7	3.1	2	1	0	2	2	2	2	spore_cwlD: N-acetylmuramoyl-L-alanine amidase CwlD
TIGR00250	TIGR00250	WP_000017106.1	-	3.7e-63	209.4	0.0	4.2e-63	209.2	0.0	1.0	1	0	0	1	1	1	1	RNAse_H_YqgF: putative transcription antitermination factor YqgF
TIGR03703	TIGR03703	WP_000017354.1	-	0	1181.4	0.0	0	1181.2	0.0	1.0	1	0	0	1	1	1	1	plsB: glycerol-3-phosphate O-acyltransferase
TIGR00530	TIGR00530	WP_000017354.1	-	3.8e-08	31.1	0.0	7.6e-08	30.1	0.0	1.5	1	0	0	1	1	1	1	AGP_acyltrn: 1-acylglycerol-3-phosphate O-acyltransferases
TIGR04557	TIGR04557	WP_000017881.1	-	0.029	11.6	0.0	0.035	11.4	0.0	1.2	1	0	0	1	1	1	0	fuse_rel_SoxYZ: quinoprotein dehydrogenase-associated SoxYZ-like carrier
TIGR03433	TIGR03433	WP_000017996.1	-	1.1e-10	39.4	0.0	1.9e-10	38.8	0.0	1.3	1	0	0	1	1	1	1	padR_acidobact: transcriptional regulator, Acidobacterial, PadR-family
TIGR00468	TIGR00468	WP_000018588.1	-	6e-121	401.6	0.0	3.6e-119	395.7	0.0	2.0	1	1	0	1	1	1	1	pheS: phenylalanine--tRNA ligase, alpha subunit
TIGR00469	TIGR00469	WP_000018588.1	-	6.8e-39	131.7	0.2	4.2e-24	83.0	0.0	2.1	1	1	0	2	2	2	2	pheS_mito: phenylalanine--tRNA ligase
TIGR00470	TIGR00470	WP_000018588.1	-	1.4e-11	41.5	0.0	5.2e-08	29.7	0.0	2.1	2	0	0	2	2	2	2	sepS: O-phosphoserine--tRNA ligase
TIGR00471	TIGR00471	WP_000018588.1	-	0.0065	12.9	0.0	0.01	12.2	0.0	1.2	1	0	0	1	1	1	1	pheT_arch: phenylalanine--tRNA ligase, beta subunit
TIGR02367	TIGR02367	WP_000018588.1	-	0.024	11.9	0.0	0.043	11.1	0.0	1.4	1	0	0	1	1	1	0	PylS_Cterm: pyrrolysine--tRNA ligase, C-terminal region
TIGR03534	TIGR03534	WP_000018703.1	-	2.7e-15	54.4	0.0	5.1e-15	53.6	0.0	1.4	1	0	0	1	1	1	1	RF_mod_PrmC: protein-(glutamine-N5) methyltransferase, release factor-specific
TIGR00536	TIGR00536	WP_000018703.1	-	1.2e-10	38.9	0.0	2.1e-10	38.1	0.0	1.3	1	0	0	1	1	1	1	hemK_fam: methyltransferase, HemK family
TIGR03533	TIGR03533	WP_000018703.1	-	1e-09	36.1	0.0	2.9e-09	34.6	0.0	1.6	2	0	0	2	2	2	1	L3_gln_methyl: protein-(glutamine-N5) methyltransferase, ribosomal protein L3-specific
TIGR00406	TIGR00406	WP_000018703.1	-	3.7e-07	27.8	0.0	1.2e-06	26.1	0.0	1.7	2	0	0	2	2	2	1	prmA: ribosomal protein L11 methyltransferase
TIGR02021	TIGR02021	WP_000018703.1	-	2.3e-05	21.9	0.0	3.8e-05	21.2	0.0	1.2	1	0	0	1	1	1	1	BchM-ChlM: magnesium protoporphyrin O-methyltransferase
TIGR03704	TIGR03704	WP_000018703.1	-	0.00013	19.4	0.0	0.00022	18.7	0.0	1.3	1	0	0	1	1	1	1	PrmC_rel_meth: putative protein-(glutamine-N5) methyltransferase, unknown substrate-specific
TIGR04543	TIGR04543	WP_000018703.1	-	0.00015	18.9	0.0	0.00023	18.3	0.0	1.2	1	0	0	1	1	1	1	ketoArg_3Met: 2-ketoarginine methyltransferase
TIGR04371	TIGR04371	WP_000018703.1	-	0.00022	18.8	0.0	0.0004	18.0	0.0	1.3	1	0	0	1	1	1	1	methyltran_NanM: putative sugar O-methyltransferase
TIGR02469	TIGR02469	WP_000018703.1	-	0.00022	19.4	0.0	0.00064	18.0	0.0	1.7	1	0	0	1	1	1	1	CbiT: precorrin-6Y C5,15-methyltransferase (decarboxylating), CbiT subunit
TIGR02072	TIGR02072	WP_000018703.1	-	0.00024	18.9	0.0	0.00065	17.5	0.0	1.7	1	1	0	1	1	1	1	BioC: malonyl-acyl carrier protein O-methyltransferase BioC
TIGR04074	TIGR04074	WP_000018703.1	-	0.006	13.1	0.0	0.0093	12.4	0.0	1.2	1	0	0	1	1	1	1	bacter_Hen1: 3' terminal RNA ribose 2'-O-methyltransferase Hen1
TIGR01934	TIGR01934	WP_000018703.1	-	0.0089	13.3	0.0	0.018	12.3	0.0	1.5	1	0	0	1	1	1	1	MenG_MenH_UbiE: ubiquinone/menaquinone biosynthesis methyltransferase
TIGR01983	TIGR01983	WP_000018703.1	-	0.015	12.5	0.0	0.025	11.8	0.0	1.4	1	0	0	1	1	1	0	UbiG: 3-demethylubiquinone-9 3-O-methyltransferase
TIGR00740	TIGR00740	WP_000019588.1	-	4.3e-137	453.4	0.0	4.8e-137	453.2	0.0	1.0	1	0	0	1	1	1	1	TIGR00740: tRNA (cmo5U34)-methyltransferase
TIGR02072	TIGR02072	WP_000019588.1	-	8.1e-11	40.1	0.0	9.6e-11	39.9	0.0	1.1	1	0	0	1	1	1	1	BioC: malonyl-acyl carrier protein O-methyltransferase BioC
TIGR02469	TIGR02469	WP_000019588.1	-	3.2e-09	35.1	0.0	5e-09	34.5	0.0	1.2	1	0	0	1	1	1	1	CbiT: precorrin-6Y C5,15-methyltransferase (decarboxylating), CbiT subunit
TIGR01934	TIGR01934	WP_000019588.1	-	3.3e-07	27.8	0.0	4.7e-07	27.3	0.0	1.3	1	1	0	1	1	1	1	MenG_MenH_UbiE: ubiquinone/menaquinone biosynthesis methyltransferase
TIGR03534	TIGR03534	WP_000019588.1	-	9.4e-05	19.9	0.0	0.00013	19.5	0.0	1.3	1	1	0	1	1	1	1	RF_mod_PrmC: protein-(glutamine-N5) methyltransferase, release factor-specific
TIGR00406	TIGR00406	WP_000019588.1	-	0.0002	18.8	0.0	0.0003	18.3	0.0	1.2	1	0	0	1	1	1	1	prmA: ribosomal protein L11 methyltransferase
TIGR02752	TIGR02752	WP_000019588.1	-	0.00075	17.0	0.0	0.001	16.6	0.0	1.2	1	0	0	1	1	1	1	MenG_heptapren: demethylmenaquinone methyltransferase
TIGR02021	TIGR02021	WP_000019588.1	-	0.0024	15.3	0.0	0.0054	14.1	0.0	1.5	2	0	0	2	2	2	1	BchM-ChlM: magnesium protoporphyrin O-methyltransferase
TIGR01983	TIGR01983	WP_000019588.1	-	0.0033	14.7	0.0	0.0048	14.2	0.0	1.2	1	0	0	1	1	1	1	UbiG: 3-demethylubiquinone-9 3-O-methyltransferase
TIGR04345	TIGR04345	WP_000019588.1	-	0.006	14.1	0.0	0.39	8.1	0.0	2.1	2	0	0	2	2	2	1	ovoA_Cterm: putative 4-mercaptohistidine N1-methyltranferase
TIGR00536	TIGR00536	WP_000019588.1	-	0.015	12.4	0.1	0.024	11.7	0.1	1.3	1	0	0	1	1	1	0	hemK_fam: methyltransferase, HemK family
TIGR04364	TIGR04364	WP_000019588.1	-	0.017	12.2	0.0	0.028	11.4	0.0	1.4	2	0	0	2	2	2	0	methyltran_FxLD: methyltransferase, FxLD system
TIGR00438	TIGR00438	WP_000019588.1	-	0.034	11.6	0.0	0.074	10.5	0.0	1.5	1	1	0	1	1	1	0	rrmJ: ribosomal RNA large subunit methyltransferase J
TIGR03704	TIGR03704	WP_000019588.1	-	0.035	11.5	0.1	0.064	10.6	0.1	1.4	1	0	0	1	1	1	0	PrmC_rel_meth: putative protein-(glutamine-N5) methyltransferase, unknown substrate-specific
TIGR00436	TIGR00436	WP_000020737.1	-	1.3e-120	399.7	0.3	1.5e-120	399.5	0.3	1.0	1	0	0	1	1	1	1	era: GTP-binding protein Era
TIGR00231	TIGR00231	WP_000020737.1	-	9.1e-42	140.6	0.1	1.3e-41	140.1	0.1	1.2	1	0	0	1	1	1	1	small_GTP: small GTP-binding protein domain
TIGR03594	TIGR03594	WP_000020737.1	-	3.5e-36	123.1	0.1	4.7e-36	122.7	0.1	1.1	1	0	0	1	1	1	1	GTPase_EngA: ribosome-associated GTPase EngA
TIGR03918	TIGR03918	WP_000020737.1	-	2.2e-20	70.8	0.0	3.2e-20	70.3	0.0	1.1	1	0	0	1	1	1	1	GTP_HydF: [FeFe] hydrogenase H-cluster maturation GTPase HydF
TIGR00450	TIGR00450	WP_000020737.1	-	2.1e-17	61.3	0.0	3.2e-17	60.7	0.0	1.2	1	0	0	1	1	1	1	mnmE_trmE_thdF: tRNA modification GTPase TrmE
TIGR03598	TIGR03598	WP_000020737.1	-	4.6e-12	44.0	0.0	7.7e-12	43.2	0.0	1.3	1	0	0	1	1	1	1	GTPase_YsxC: ribosome biogenesis GTP-binding protein YsxC
TIGR03596	TIGR03596	WP_000020737.1	-	6.9e-12	43.2	0.1	5.7e-10	37.0	0.1	2.2	1	1	1	2	2	2	1	GTPase_YlqF: ribosome biogenesis GTP-binding protein YlqF
TIGR03156	TIGR03156	WP_000020737.1	-	3.8e-09	33.9	0.1	8.3e-09	32.8	0.1	1.5	1	1	0	1	1	1	1	GTP_HflX: GTP-binding protein HflX
TIGR00437	TIGR00437	WP_000020737.1	-	4e-09	33.7	0.0	4.6e-09	33.5	0.0	1.1	1	0	0	1	1	1	1	feoB: ferrous iron transport protein B
TIGR03597	TIGR03597	WP_000020737.1	-	4e-09	34.0	0.2	3.4e-07	27.7	0.1	2.3	2	0	0	2	2	2	1	GTPase_YqeH: ribosome biogenesis GTPase YqeH
TIGR02729	TIGR02729	WP_000020737.1	-	2.7e-07	27.8	0.2	6.5e-07	26.6	0.2	1.6	1	1	0	1	1	1	1	Obg_CgtA: Obg family GTPase CgtA
TIGR00487	TIGR00487	WP_000020737.1	-	6e-06	23.2	0.2	8.5e-06	22.7	0.2	1.1	1	0	0	1	1	1	1	IF-2: translation initiation factor IF-2
TIGR02528	TIGR02528	WP_000020737.1	-	7.4e-06	24.2	0.1	7.6e-05	21.0	0.1	2.3	1	1	0	1	1	1	1	EutP: ethanolamine utilization protein, EutP
TIGR03680	TIGR03680	WP_000020737.1	-	0.00081	16.7	0.6	0.0085	13.3	0.2	2.0	1	1	1	2	2	2	1	eif2g_arch: translation initiation factor 2, gamma subunit
TIGR00157	TIGR00157	WP_000020737.1	-	0.0021	15.6	0.1	0.0048	14.4	0.0	1.5	2	0	0	2	2	2	1	TIGR00157: ribosome small subunit-dependent GTPase A
TIGR00991	TIGR00991	WP_000020737.1	-	0.0073	13.3	0.0	0.011	12.7	0.0	1.3	1	0	0	1	1	1	1	3a0901s02IAP34: GTP-binding protein
TIGR00993	TIGR00993	WP_000020737.1	-	0.0077	12.4	0.0	0.011	11.9	0.0	1.1	1	0	0	1	1	1	1	3a0901s04IAP86: chloroplast protein import component Toc86/159, G and M domains
TIGR00491	TIGR00491	WP_000020737.1	-	0.0081	12.6	0.3	0.035	10.4	0.1	2.1	1	1	0	1	1	1	1	aIF-2: translation initiation factor aIF-2
TIGR02034	TIGR02034	WP_000020737.1	-	0.016	12.2	0.2	0.079	9.9	0.1	2.0	1	1	1	2	2	2	0	CysN: sulfate adenylyltransferase, large subunit
TIGR03797	TIGR03797	WP_000020737.1	-	0.017	11.6	0.0	0.029	10.8	0.0	1.3	1	0	0	1	1	1	0	NHLM_micro_ABC2: NHLM bacteriocin system ABC transporter, ATP-binding protein
TIGR00152	TIGR00152	WP_000020737.1	-	0.02	12.7	0.0	0.037	11.8	0.0	1.5	1	0	0	1	1	1	0	TIGR00152: dephospho-CoA kinase
TIGR01394	TIGR01394	WP_000020737.1	-	0.022	10.9	2.4	0.17	8.0	0.3	2.6	2	1	0	2	2	2	0	TypA_BipA: GTP-binding protein TypA/BipA
TIGR00092	TIGR00092	WP_000020737.1	-	0.022	11.8	0.3	0.046	10.8	0.1	1.5	2	0	0	2	2	2	0	TIGR00092: GTP-binding protein YchF
TIGR03824	TIGR03824	WP_000020884.1	-	1.7e-20	71.6	1.5	1.9e-20	71.5	1.5	1.0	1	0	0	1	1	1	1	FlgM_jcvi: flagellar biosynthesis anti-sigma factor FlgM
TIGR01832	TIGR01832	WP_000021342.1	-	6.2e-83	276.0	0.1	7e-83	275.9	0.1	1.0	1	0	0	1	1	1	1	kduD: 2-deoxy-D-gluconate 3-dehydrogenase
TIGR01830	TIGR01830	WP_000021342.1	-	4.8e-62	207.7	0.0	5.5e-62	207.5	0.0	1.0	1	0	0	1	1	1	1	3oxo_ACP_reduc: 3-oxoacyl-[acyl-carrier-protein] reductase
TIGR01963	TIGR01963	WP_000021342.1	-	3.8e-55	184.9	0.1	1.5e-54	182.9	0.1	1.7	1	1	0	1	1	1	1	PHB_DH: 3-hydroxybutyrate dehydrogenase
TIGR01829	TIGR01829	WP_000021342.1	-	1.3e-47	160.5	0.2	1.5e-47	160.3	0.2	1.0	1	0	0	1	1	1	1	AcAcCoA_reduct: acetoacetyl-CoA reductase
TIGR03971	TIGR03971	WP_000021342.1	-	6.9e-46	154.7	0.7	3.2e-44	149.2	0.7	2.1	1	1	0	1	1	1	1	SDR_subfam_1: SDR family mycofactocin-dependent oxidoreductase
TIGR02415	TIGR02415	WP_000021342.1	-	2.5e-41	139.8	0.3	4.3e-41	139.0	0.3	1.4	1	1	0	1	1	1	1	23BDH: acetoin reductases
TIGR03206	TIGR03206	WP_000021342.1	-	4.6e-40	135.5	0.3	5.3e-40	135.3	0.3	1.0	1	0	0	1	1	1	1	benzo_BadH: 2-hydroxycyclohexanecarboxyl-CoA dehydrogenase
TIGR04316	TIGR04316	WP_000021342.1	-	1.8e-35	120.6	0.0	2.6e-35	120.2	0.0	1.2	1	0	0	1	1	1	1	dhbA_paeA: 2,3-dihydro-2,3-dihydroxybenzoate dehydrogenase
TIGR01831	TIGR01831	WP_000021342.1	-	1.1e-30	104.8	0.1	1.3e-30	104.5	0.1	1.0	1	0	0	1	1	1	1	fabG_rel: putative 3-oxoacyl-(acyl-carrier-protein) reductase
TIGR02632	TIGR02632	WP_000021342.1	-	4.4e-28	96.0	0.2	1.2e-27	94.5	0.2	1.7	1	1	0	1	1	1	1	RhaD_aldol-ADH: rhamnulose-1-phosphate aldolase/alcohol dehydrogenase
TIGR04504	TIGR04504	WP_000021342.1	-	4.1e-23	80.4	0.1	9.9e-23	79.1	0.1	1.5	1	1	0	1	1	1	1	SDR_subfam_2: SDR family mycofactocin-dependent oxidoreductase
TIGR03325	TIGR03325	WP_000021342.1	-	1.9e-22	77.7	0.3	3.2e-22	77.0	0.3	1.3	1	1	0	1	1	1	1	BphB_TodD: cis-2,3-dihydrobiphenyl-2,3-diol dehydrogenase
TIGR02685	TIGR02685	WP_000021342.1	-	7.6e-19	65.8	0.2	7.9e-16	55.9	0.2	2.4	1	1	0	1	1	1	1	pter_reduc_Leis: pteridine reductase
TIGR01500	TIGR01500	WP_000021342.1	-	0.00032	18.2	0.0	0.00043	17.7	0.0	1.1	1	0	0	1	1	1	1	sepiapter_red: sepiapterin reductase
TIGR01289	TIGR01289	WP_000021342.1	-	0.0034	14.9	0.0	0.0045	14.5	0.0	1.2	1	0	0	1	1	1	1	LPOR: light-dependent protochlorophyllide reductase
TIGR00220	TIGR00220	WP_000022450.1	-	1.1e-59	198.1	2.8	1.4e-59	197.9	2.8	1.0	1	0	0	1	1	1	1	mscL: large conductance mechanosensitive channel protein
TIGR00554	TIGR00554	WP_000023081.1	-	2.9e-183	606.2	0.1	3.3e-183	606.0	0.1	1.0	1	0	0	1	1	1	1	panK_bact: pantothenate kinase
TIGR00235	TIGR00235	WP_000023081.1	-	1.3e-13	49.0	0.0	1.8e-12	45.3	0.0	2.1	1	1	1	2	2	2	1	udk: uridine kinase
TIGR03499	TIGR03499	WP_000023081.1	-	0.01	13.8	0.0	0.016	13.2	0.0	1.2	1	0	0	1	1	1	0	FlhF: flagellar biosynthesis protein FlhF
TIGR00273	TIGR00273	WP_000023913.1	-	3.4e-234	775.4	0.0	3.9e-234	775.2	0.0	1.0	1	0	0	1	1	1	1	TIGR00273: iron-sulfur cluster-binding protein
TIGR03379	TIGR03379	WP_000023913.1	-	3e-06	24.2	0.0	8.7e-06	22.7	0.0	1.7	2	0	0	2	2	2	1	glycerol3P_GlpC: glycerol-3-phosphate dehydrogenase, anaerobic, C subunit
